accession_id,design_description,library_name,library_construction_protocol,paired_nominal_length,paired_nominal_sdev,platform,model,library_layout,library_strategy,library_source,library_selection,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAX00001159232,,,,328,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159233,,,,316,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159234,,,,270,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159235,,,,315,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159236,,,,325,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159237,,,,316,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159238,,,,310,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159239,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159240,,,,215,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159241,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159242,,,,218,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159243,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159244,,,,220,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159245,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159246,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159247,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159248,,,,253,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159249,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159250,,,,312,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159251,,,,214,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159252,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159253,,,,307,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159254,,,,302,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159255,,,,262,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159256,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159257,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159258,,,,298,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159259,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159260,,,,216,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159261,,,,317,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159262,,,,229,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159263,,,,232,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159264,,,,314,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:13+01,2014-08-11 14:54:20+02
EGAX00001159265,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159266,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159267,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159268,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159269,,,,339,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159270,,,,248,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159271,,,,317,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159272,,,,343,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:20+02
EGAX00001159273,,,,170,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159274,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159275,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159276,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159277,,,,321,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159278,,,,323,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159279,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159280,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159281,,,,180,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159282,,,,214,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159283,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159284,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159285,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159286,,,,262,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159287,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:21+02
EGAX00001159288,,,,327,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159289,,,,227,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159290,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159291,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159292,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159293,,,,330,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:14+01,2014-08-11 14:54:05+02
EGAX00001159294,,,,382,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159295,,,,356,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159296,,,,181,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159297,,,,232,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159298,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159299,,,,217,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159300,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:15+01,2014-08-11 14:54:05+02
EGAX00001159369,,,,179,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134587,2014-01-27 23:17:37+01,2014-08-11 14:54:42+02
